user_id,unique_problems_attempted,unique_problems_solved,total_raw_submissions,problem_win_rate,submissions_per_problem,max_difficulty_solved,proficiency_group
u251692323,42,40,56,0.9523809523809523,1.3333333333333333,D,G4
u279753614,5,4,7,0.8,1.4,B,G2
u212321133,26,24,43,0.9230769230769231,1.6538461538461537,C,G3
u872657955,34,31,55,0.9117647058823529,1.6176470588235294,D,G4
u345720855,3,3,7,1.0,2.3333333333333335,B,G2
u124985308,32,30,38,0.9375,1.1875,D,G4
u061265436,4,4,7,1.0,1.75,D,G4
u193815565,291,283,445,0.9725085910652921,1.529209621993127,F,G6
u807312828,13,13,24,1.0,1.8461538461538463,B,G2
u804910733,38,37,102,0.9736842105263158,2.6842105263157894,F,G6
u489136758,13,10,31,0.7692307692307693,2.3846153846153846,C,G3
u232153983,4,3,20,0.75,5.0,B,G2
u782144261,221,214,374,0.9683257918552036,1.6923076923076923,F,G6
u817760251,598,595,1275,0.9949832775919732,2.132107023411371,F,G6
u247911113,19,15,38,0.7894736842105263,2.0,D,G4
u333339520,11,10,21,0.9090909090909091,1.9090909090909092,B,G2
u679543445,6,6,12,1.0,2.0,D,G4
u246202383,12,12,19,1.0,1.5833333333333333,D,G4
u462393219,48,44,75,0.9166666666666666,1.5625,D,G4
u737951432,48,44,63,0.9166666666666666,1.3125,F,G6
u194647508,6,2,11,0.3333333333333333,1.8333333333333333,A,G1
u483157551,44,43,90,0.9772727272727273,2.0454545454545454,F,G6
u205624628,2,2,3,1.0,1.5,A,G1
u614734359,198,178,347,0.898989898989899,1.7525252525252526,E,G5
u846939267,3,3,3,1.0,1.0,A,G1
u704347814,5,4,11,0.8,2.2,B,G2
u141378465,458,453,768,0.9890829694323144,1.6768558951965065,F,G6
u498589373,56,55,108,0.9821428571428571,1.9285714285714286,D,G4
u736466420,26,24,44,0.9230769230769231,1.6923076923076923,D,G4
u313238134,30,27,51,0.9,1.7,D,G4
u644806559,13,11,22,0.8461538461538461,1.6923076923076923,D,G4
u275174880,193,187,252,0.9689119170984456,1.305699481865285,E,G5
u688707061,6,6,8,1.0,1.3333333333333333,C,G3
u766262621,69,65,93,0.9420289855072463,1.3478260869565217,F,G6
u377229651,4,4,4,1.0,1.0,D,G4
u100077602,2,1,7,0.5,3.5,D,G4
u956668030,4,4,6,1.0,1.5,D,G4
u582964576,3,3,3,1.0,1.0,A,G1
u927833865,15,14,25,0.9333333333333333,1.6666666666666667,D,G4
u618730244,3,2,3,0.6666666666666666,1.0,B,G2
u121638901,2,2,11,1.0,5.5,B,G2
u221898645,11,8,32,0.7272727272727273,2.909090909090909,D,G4
u570121126,8,7,12,0.875,1.5,C,G3
u582660693,11,11,20,1.0,1.8181818181818181,D,G4
u910369451,81,79,94,0.9753086419753086,1.1604938271604939,B,G2
u577552796,109,96,218,0.8807339449541285,2.0,D,G4
u358554431,193,190,456,0.9844559585492227,2.3626943005181347,D,G4
u902918304,34,31,59,0.9117647058823529,1.7352941176470589,D,G4
u886237603,2,1,6,0.5,3.0,C,G3
u949963606,8,6,31,0.75,3.875,B,G2
u919378776,11,11,14,1.0,1.2727272727272727,B,G2
u434629651,2,2,9,1.0,4.5,B,G2
u740364060,12,6,24,0.5,2.0,C,G3
u094768815,14,14,19,1.0,1.3571428571428572,D,G4
u054159802,14,13,24,0.9285714285714286,1.7142857142857142,D,G4
u424768586,274,260,622,0.948905109489051,2.27007299270073,F,G6
u959304100,4,4,4,1.0,1.0,D,G4
u925392563,80,74,195,0.925,2.4375,D,G4
u126794243,3,3,3,1.0,1.0,B,G2
u940479594,6,5,8,0.8333333333333334,1.3333333333333333,E,G5
u461358443,4,3,15,0.75,3.75,A,G1
u194216936,1,1,3,1.0,3.0,B,G2
u275104638,24,20,32,0.8333333333333334,1.3333333333333333,C,G3
u953074801,42,42,63,1.0,1.5,F,G6
u490206183,10,10,23,1.0,2.3,F,G6
u858795303,5,1,9,0.2,1.8,A,G1
u125917743,4,4,19,1.0,4.75,D,G4
u370721525,360,348,758,0.9666666666666667,2.1055555555555556,F,G6
u121674844,9,7,11,0.7777777777777778,1.2222222222222223,D,G4
u064195107,2,2,4,1.0,2.0,B,G2
u958950700,10,10,12,1.0,1.2,A,G1
u894571823,8,6,24,0.75,3.0,D,G4
u358577903,12,11,28,0.9166666666666666,2.3333333333333335,B,G2
u299542478,5,4,9,0.8,1.8,C,G3
u413086235,4,4,4,1.0,1.0,C,G3
u503813943,3,3,7,1.0,2.3333333333333335,C,G3
u346677493,128,115,298,0.8984375,2.328125,B,G2
u286998970,25,25,31,1.0,1.24,D,G4
u762275701,50,45,100,0.9,2.0,E,G5
u136843617,147,139,274,0.9455782312925171,1.8639455782312926,E,G5
u168698471,88,86,144,0.9772727272727273,1.6363636363636365,F,G6
u721060623,568,568,1054,1.0,1.8556338028169015,F,G6
u043377689,94,84,161,0.8936170212765957,1.7127659574468086,D,G4
u843878351,4,3,5,0.75,1.25,A,G1
u844426556,115,100,191,0.8695652173913043,1.6608695652173913,E,G5
u811724054,2,1,4,0.5,2.0,A,G1
u183294751,81,81,110,1.0,1.3580246913580247,F,G6
u760505850,12,12,17,1.0,1.4166666666666667,E,G5
u613149993,6,6,9,1.0,1.5,C,G3
u021671732,19,18,36,0.9473684210526315,1.894736842105263,C,G3
u938487838,7,7,7,1.0,1.0,D,G4
u822648980,3,3,3,1.0,1.0,C,G3
u417212867,2,2,3,1.0,1.5,D,G4
u490767435,9,9,22,1.0,2.4444444444444446,D,G4
u744676918,3,3,5,1.0,1.6666666666666667,C,G3
u652225558,4,3,15,0.75,3.75,B,G2
u632091877,104,103,156,0.9903846153846154,1.5,D,G4
u490577473,3,2,4,0.6666666666666666,1.3333333333333333,C,G3
u234985935,76,67,130,0.881578947368421,1.7105263157894737,D,G4
u980716006,38,36,60,0.9473684210526315,1.5789473684210527,F,G6
u773236254,61,55,105,0.9016393442622951,1.721311475409836,C,G3
u369630760,158,139,249,0.879746835443038,1.5759493670886076,C,G3
u284307352,17,15,23,0.8823529411764706,1.3529411764705883,D,G4
u221652877,15,13,45,0.8666666666666667,3.0,D,G4
u764088791,16,15,36,0.9375,2.25,D,G4
u664970069,1,0,6,0.0,6.0,,
u857089560,19,16,30,0.8421052631578947,1.5789473684210527,D,G4
u644755867,29,26,30,0.896551724137931,1.0344827586206897,B,G2
u718128721,3,2,4,0.6666666666666666,1.3333333333333333,B,G2
u455534744,24,23,43,0.9583333333333334,1.7916666666666667,D,G4
u505216017,13,12,22,0.9230769230769231,1.6923076923076923,E,G5
u010844073,11,7,17,0.6363636363636364,1.5454545454545454,C,G3
u117689858,1,1,9,1.0,9.0,A,G1
u778566110,12,9,17,0.75,1.4166666666666667,B,G2
u522002538,3,3,10,1.0,3.3333333333333335,C,G3
u087731474,113,106,268,0.9380530973451328,2.3716814159292037,D,G4
u935585974,30,30,63,1.0,2.1,C,G3
u033524082,307,285,623,0.9283387622149837,2.029315960912052,E,G5
u270945478,19,18,24,0.9473684210526315,1.263157894736842,E,G5
u081275802,169,155,385,0.9171597633136095,2.2781065088757395,E,G5
u037156014,75,70,107,0.9333333333333333,1.4266666666666667,E,G5
u580911308,12,12,38,1.0,3.1666666666666665,B,G2
u013936801,476,471,664,0.9894957983193278,1.3949579831932772,E,G5
u192042624,131,118,286,0.9007633587786259,2.183206106870229,F,G6
u024097420,8,8,16,1.0,2.0,C,G3
u104195322,6,3,12,0.5,2.0,B,G2
u369677852,8,7,16,0.875,2.0,B,G2
u146508547,3,3,3,1.0,1.0,C,G3
u642015143,49,46,78,0.9387755102040817,1.5918367346938775,E,G5
u283229916,203,193,371,0.9507389162561576,1.8275862068965518,F,G6
u327277350,14,12,25,0.8571428571428571,1.7857142857142858,C,G3
u870906870,4,4,5,1.0,1.25,D,G4
u526557516,3,3,10,1.0,3.3333333333333335,C,G3
u495216743,4,4,4,1.0,1.0,D,G4
u005868155,6,4,7,0.6666666666666666,1.1666666666666667,C,G3
u539462274,8,8,12,1.0,1.5,B,G2
u786793781,31,26,76,0.8387096774193549,2.4516129032258065,E,G5
u648106650,10,9,13,0.9,1.3,E,G5
u444238096,128,111,186,0.8671875,1.453125,D,G4
u314184065,11,10,11,0.9090909090909091,1.0,F,G6
u576213494,26,20,62,0.7692307692307693,2.3846153846153846,C,G3
u113051890,60,60,103,1.0,1.7166666666666666,D,G4
u685388856,3,2,5,0.6666666666666666,1.6666666666666667,B,G2
u122451018,24,24,49,1.0,2.0416666666666665,D,G4
u022187971,15,14,31,0.9333333333333333,2.066666666666667,E,G5
u468883108,27,24,36,0.8888888888888888,1.3333333333333333,D,G4
u124992729,79,78,124,0.9873417721518988,1.5696202531645569,F,G6
u183456374,18,17,30,0.9444444444444444,1.6666666666666667,D,G4
u150694792,48,45,88,0.9375,1.8333333333333333,D,G4
u669076413,6,4,11,0.6666666666666666,1.8333333333333333,B,G2
u016336953,36,33,81,0.9166666666666666,2.25,C,G3
u667357653,49,46,77,0.9387755102040817,1.5714285714285714,F,G6
u293708179,48,47,93,0.9791666666666666,1.9375,D,G4
u310937700,19,16,85,0.8421052631578947,4.473684210526316,D,G4
u813107166,2,2,4,1.0,2.0,B,G2
u684084109,3,3,12,1.0,4.0,C,G3
u859794333,45,39,72,0.8666666666666667,1.6,E,G5
u341690718,11,9,13,0.8181818181818182,1.1818181818181819,D,G4
u035254639,7,6,17,0.8571428571428571,2.4285714285714284,C,G3
u002065443,6,6,8,1.0,1.3333333333333333,F,G6
u188228787,48,43,119,0.8958333333333334,2.4791666666666665,D,G4
u169427364,3,3,10,1.0,3.3333333333333335,C,G3
u657470843,23,19,49,0.8260869565217391,2.130434782608696,E,G5
u595109831,6,6,7,1.0,1.1666666666666667,C,G3
u798073524,28,24,56,0.8571428571428571,2.0,C,G3
u349734031,43,36,80,0.8372093023255814,1.8604651162790697,E,G5
u231928431,65,62,141,0.9538461538461539,2.169230769230769,D,G4
u326499395,4,3,10,0.75,2.5,C,G3
u094831623,5,4,8,0.8,1.6,D,G4
u511947355,4,3,14,0.75,3.5,C,G3
u995173553,8,5,22,0.625,2.75,C,G3
u762175741,4,4,5,1.0,1.25,B,G2
u101874550,9,9,17,1.0,1.8888888888888888,E,G5
u254527418,2,2,10,1.0,5.0,B,G2
u678167152,489,487,1316,0.9959100204498977,2.6912065439672803,F,G6
u733948474,72,59,178,0.8194444444444444,2.4722222222222223,D,G4
u395536066,21,20,39,0.9523809523809523,1.8571428571428572,D,G4
u574514359,3,3,4,1.0,1.3333333333333333,C,G3
u199369139,5,5,7,1.0,1.4,B,G2
u611721508,22,17,68,0.7727272727272727,3.090909090909091,B,G2
u744298512,27,21,73,0.7777777777777778,2.7037037037037037,C,G3
u917518913,242,236,633,0.9752066115702479,2.615702479338843,E,G5
u678848631,92,87,172,0.9456521739130435,1.8695652173913044,F,G6
u868561854,20,19,33,0.95,1.65,C,G3
u695565812,66,59,90,0.8939393939393939,1.3636363636363635,F,G6
u844646164,480,471,1220,0.98125,2.5416666666666665,F,G6
u693682418,15,13,22,0.8666666666666667,1.4666666666666666,C,G3
u502077555,58,47,116,0.8103448275862069,2.0,D,G4
u567511377,5,4,5,0.8,1.0,B,G2
u907984959,13,13,24,1.0,1.8461538461538463,E,G5
u960369108,39,36,61,0.9230769230769231,1.564102564102564,F,G6
u826845735,2,1,3,0.5,1.5,A,G1
u545156496,2,2,3,1.0,1.5,B,G2
u456342056,57,45,92,0.7894736842105263,1.6140350877192982,D,G4
u691536343,12,12,18,1.0,1.5,D,G4
u833986972,3,2,6,0.6666666666666666,2.0,A,G1
u216355738,37,35,59,0.9459459459459459,1.5945945945945945,F,G6
u519832983,39,39,78,1.0,2.0,C,G3
u301444029,8,7,12,0.875,1.5,B,G2
u785344683,28,28,48,1.0,1.7142857142857142,B,G2
u228770380,15,13,23,0.8666666666666667,1.5333333333333334,C,G3
u251067355,8,7,15,0.875,1.875,C,G3
u484554496,2,2,6,1.0,3.0,B,G2
u620157187,80,70,222,0.875,2.775,E,G5
u848097937,30,30,47,1.0,1.5666666666666667,F,G6
u230078189,78,74,160,0.9487179487179487,2.051282051282051,E,G5
u723550619,320,319,542,0.996875,1.69375,E,G5
u206580411,17,15,25,0.8823529411764706,1.4705882352941178,D,G4
u925242392,14,12,44,0.8571428571428571,3.142857142857143,C,G3
u612841934,6,4,12,0.6666666666666666,2.0,C,G3
u050599534,62,60,106,0.967741935483871,1.7096774193548387,D,G4
u720648919,5,5,5,1.0,1.0,D,G4
u759518460,121,108,254,0.8925619834710744,2.0991735537190084,E,G5
u909323623,44,36,142,0.8181818181818182,3.227272727272727,D,G4
u013729718,22,22,32,1.0,1.4545454545454546,D,G4
u177985921,5,5,5,1.0,1.0,D,G4
u657137645,6,3,11,0.5,1.8333333333333333,C,G3
u995006955,26,22,48,0.8461538461538461,1.8461538461538463,C,G3
u797900551,40,33,130,0.825,3.25,C,G3
u782759564,4,3,5,0.75,1.25,B,G2
u587328420,13,11,26,0.8461538461538461,2.0,D,G4
u823831748,2,2,3,1.0,1.5,A,G1
u450992525,5,5,15,1.0,3.0,B,G2
u522151713,12,9,19,0.75,1.5833333333333333,C,G3
u771994691,6,6,8,1.0,1.3333333333333333,C,G3
u716243724,3,2,5,0.6666666666666666,1.6666666666666667,B,G2
u643582051,5,1,10,0.2,2.0,A,G1
u869802270,8,7,14,0.875,1.75,C,G3
u602579524,4,4,5,1.0,1.25,B,G2
u733811860,307,307,343,1.0,1.1172638436482085,F,G6
u497927632,113,97,188,0.8584070796460177,1.663716814159292,D,G4
u605833494,379,377,744,0.9947229551451188,1.963060686015831,E,G5
u248442450,23,20,37,0.8695652173913043,1.608695652173913,C,G3
u238978339,19,16,26,0.8421052631578947,1.368421052631579,E,G5
u761105230,23,18,47,0.782608695652174,2.0434782608695654,F,G6
u433254839,364,362,652,0.9945054945054945,1.7912087912087913,E,G5
u614547955,4,1,9,0.25,2.25,A,G1
u709171232,46,45,80,0.9782608695652174,1.7391304347826086,F,G6
u495645392,2,2,6,1.0,3.0,B,G2
u827563654,3,2,4,0.6666666666666666,1.3333333333333333,B,G2
u246401216,84,74,150,0.8809523809523809,1.7857142857142858,F,G6
u739696865,4,4,12,1.0,3.0,D,G4
u124601011,16,14,26,0.875,1.625,D,G4
u704324882,35,34,56,0.9714285714285714,1.6,F,G6
u521635219,27,21,63,0.7777777777777778,2.3333333333333335,C,G3
u683667873,113,106,153,0.9380530973451328,1.3539823008849559,F,G6
u212473280,126,117,217,0.9285714285714286,1.7222222222222223,B,G2
u756355813,10,9,20,0.9,2.0,F,G6
u673301476,2,2,4,1.0,2.0,A,G1
u261364215,4,3,5,0.75,1.25,C,G3
u882100545,2,2,9,1.0,4.5,B,G2
u177897754,174,171,258,0.9827586206896551,1.4827586206896552,F,G6
u252511810,23,17,30,0.7391304347826086,1.3043478260869565,C,G3
u814376598,6,5,13,0.8333333333333334,2.1666666666666665,C,G3
u770371529,2,2,3,1.0,1.5,B,G2
u916239077,13,11,27,0.8461538461538461,2.076923076923077,B,G2
u331213700,51,43,92,0.8431372549019608,1.803921568627451,E,G5
u720379252,22,20,46,0.9090909090909091,2.090909090909091,C,G3
u543391261,4,4,24,1.0,6.0,C,G3
u243701707,20,19,30,0.95,1.5,D,G4
u469035731,2,1,4,0.5,2.0,A,G1
u521170386,23,22,30,0.9565217391304348,1.3043478260869565,B,G2
u212304018,3,3,9,1.0,3.0,A,G1
u300747499,48,39,91,0.8125,1.8958333333333333,C,G3
u110088920,4,4,7,1.0,1.75,B,G2
u775152452,3,1,10,0.3333333333333333,3.3333333333333335,A,G1
u911622131,44,40,71,0.9090909090909091,1.6136363636363635,C,G3
u661351644,34,34,93,1.0,2.735294117647059,C,G3
u739057107,4,4,4,1.0,1.0,C,G3
u036573271,66,58,147,0.8787878787878788,2.227272727272727,C,G3
u913919241,7,7,18,1.0,2.5714285714285716,C,G3
u359144622,4,3,5,0.75,1.25,A,G1
u581736493,15,13,18,0.8666666666666667,1.2,F,G6
u021810094,20,14,27,0.7,1.35,E,G5
u060927350,23,21,49,0.9130434782608695,2.130434782608696,E,G5
u379689509,19,16,33,0.8421052631578947,1.736842105263158,B,G2
u150098919,3,3,3,1.0,1.0,C,G3
u162509778,41,38,80,0.926829268292683,1.951219512195122,D,G4
u857389634,26,24,134,0.9230769230769231,5.153846153846154,B,G2
u732142494,40,33,73,0.825,1.825,D,G4
u947911820,2,1,3,0.5,1.5,A,G1
u547457320,107,99,333,0.9252336448598131,3.1121495327102804,E,G5
u725393140,1,1,3,1.0,3.0,E,G5
u176003399,165,162,276,0.9818181818181818,1.6727272727272726,D,G4
u053483712,4,2,11,0.5,2.75,A,G1
u250662864,20,19,69,0.95,3.45,B,G2
u225246918,9,9,18,1.0,2.0,D,G4
u188638030,30,29,138,0.9666666666666667,4.6,D,G4
u218695830,5,3,7,0.6,1.4,C,G3
u212451733,12,12,24,1.0,2.0,D,G4
u602301110,130,119,228,0.9153846153846154,1.7538461538461538,E,G5
u399298563,25,24,49,0.96,1.96,F,G6
u648189957,7,5,25,0.7142857142857143,3.5714285714285716,D,G4
u665617881,1,1,6,1.0,6.0,A,G1
u638970023,20,20,34,1.0,1.7,D,G4
u195779730,11,10,22,0.9090909090909091,2.0,C,G3
u522200796,423,415,636,0.9810874704491725,1.50354609929078,E,G5
u019624819,12,11,19,0.9166666666666666,1.5833333333333333,C,G3
u848504701,152,148,256,0.9736842105263158,1.6842105263157894,F,G6
u328530240,123,119,190,0.967479674796748,1.5447154471544715,D,G4
u043434786,13,11,32,0.8461538461538461,2.4615384615384617,D,G4
u906345877,6,4,21,0.6666666666666666,3.5,B,G2
u763311535,26,23,45,0.8846153846153846,1.7307692307692308,E,G5
u697173084,2,2,3,1.0,1.5,B,G2
u858646693,10,10,12,1.0,1.2,F,G6
u265002120,7,6,12,0.8571428571428571,1.7142857142857142,C,G3
u601973745,10,8,22,0.8,2.2,C,G3
u246471788,71,64,114,0.9014084507042254,1.6056338028169015,F,G6
u398710453,10,8,28,0.8,2.8,C,G3
u244205984,2,2,7,1.0,3.5,B,G2
u123443984,34,34,63,1.0,1.8529411764705883,E,G5
u857180760,23,23,27,1.0,1.173913043478261,E,G5
u668202558,4,4,17,1.0,4.25,D,G4
u427623367,4,3,18,0.75,4.5,D,G4
u657099893,49,48,84,0.9795918367346939,1.7142857142857142,F,G6
u702107289,2,1,4,0.5,2.0,A,G1
u623023710,44,38,71,0.8636363636363636,1.6136363636363635,D,G4
u543373102,11,11,23,1.0,2.090909090909091,C,G3
u961683150,64,63,86,0.984375,1.34375,C,G3
u346942633,67,57,404,0.8507462686567164,6.029850746268656,C,G3
u430988108,24,23,43,0.9583333333333334,1.7916666666666667,D,G4
u481434760,15,12,24,0.8,1.6,C,G3
u521061413,5,4,11,0.8,2.2,B,G2
u587217971,321,311,594,0.9688473520249221,1.8504672897196262,E,G5
u075177085,2,1,40,0.5,20.0,C,G3
u774655964,2,2,3,1.0,1.5,B,G2
u480887225,108,105,132,0.9722222222222222,1.2222222222222223,C,G3
u483762382,37,37,69,1.0,1.864864864864865,D,G4
u650610107,8,6,11,0.75,1.375,B,G2
u215403436,7,5,26,0.7142857142857143,3.7142857142857144,C,G3
u489359960,73,66,135,0.9041095890410958,1.8493150684931507,E,G5
u279665234,8,7,15,0.875,1.875,E,G5
u881647420,347,341,772,0.9827089337175793,2.2247838616714697,E,G5
u037844054,80,78,123,0.975,1.5375,F,G6
u628664843,3,3,7,1.0,2.3333333333333335,A,G1
u475241260,7,5,9,0.7142857142857143,1.2857142857142858,C,G3
u129684910,3,1,6,0.3333333333333333,2.0,A,G1
u521866787,246,238,425,0.967479674796748,1.7276422764227641,E,G5
u404902728,3,3,6,1.0,2.0,A,G1
u354941471,22,20,48,0.9090909090909091,2.1818181818181817,E,G5
u456353530,516,506,1035,0.9806201550387597,2.005813953488372,F,G6
u622657900,9,8,20,0.8888888888888888,2.2222222222222223,C,G3
u547097542,6,6,10,1.0,1.6666666666666667,C,G3
u248081745,2,2,6,1.0,3.0,B,G2
u166008195,79,65,156,0.8227848101265823,1.9746835443037976,E,G5
u982054169,3,0,14,0.0,4.666666666666667,,
u521568367,4,4,8,1.0,2.0,D,G4
u448751328,4,2,5,0.5,1.25,A,G1
u761917533,76,76,153,1.0,2.013157894736842,F,G6
u131597793,6,5,14,0.8333333333333334,2.3333333333333335,C,G3
u553055160,13,11,30,0.8461538461538461,2.3076923076923075,C,G3
u388530723,95,89,132,0.9368421052631579,1.3894736842105264,D,G4
u579361901,14,9,19,0.6428571428571429,1.3571428571428572,C,G3
u183157290,8,7,15,0.875,1.875,C,G3
u122584367,5,4,11,0.8,2.2,D,G4
u762502761,20,20,31,1.0,1.55,F,G6
u354318384,12,12,25,1.0,2.0833333333333335,F,G6
u346690516,8,6,17,0.75,2.125,C,G3
u579454699,53,47,94,0.8867924528301887,1.7735849056603774,E,G5
u583888487,7,7,9,1.0,1.2857142857142858,E,G5
u429679664,8,6,17,0.75,2.125,B,G2
u564356349,2,2,4,1.0,2.0,C,G3
u696010640,22,22,32,1.0,1.4545454545454546,D,G4
u124094680,32,23,43,0.71875,1.34375,C,G3
u398080964,57,55,94,0.9649122807017544,1.6491228070175439,C,G3
u167364350,30,26,50,0.8666666666666667,1.6666666666666667,B,G2
u146632502,36,29,50,0.8055555555555556,1.3888888888888888,D,G4
u208468539,14,14,23,1.0,1.6428571428571428,F,G6
u748488158,9,9,11,1.0,1.2222222222222223,A,G1
u965337330,4,3,17,0.75,4.25,B,G2
u342098452,61,55,105,0.9016393442622951,1.721311475409836,E,G5
u202570162,397,396,595,0.9974811083123426,1.4987405541561714,F,G6
u574084351,3,3,6,1.0,2.0,C,G3
u045818861,33,33,57,1.0,1.7272727272727273,E,G5
u474915579,10,10,18,1.0,1.8,D,G4
u579171162,3,2,4,0.6666666666666666,1.3333333333333333,B,G2
u932842183,32,29,43,0.90625,1.34375,C,G3
u451428171,16,11,37,0.6875,2.3125,C,G3
u780348602,100,84,161,0.84,1.61,D,G4
u030879708,90,83,182,0.9222222222222223,2.022222222222222,D,G4
u303739137,164,153,319,0.9329268292682927,1.9451219512195121,F,G6
u723197089,23,19,41,0.8260869565217391,1.7826086956521738,F,G6
u661034839,11,10,15,0.9090909090909091,1.3636363636363635,B,G2
u135552270,4,4,4,1.0,1.0,D,G4
u610326327,40,37,71,0.925,1.775,D,G4
u401047847,28,24,53,0.8571428571428571,1.8928571428571428,C,G3
u630657312,7,6,16,0.8571428571428571,2.2857142857142856,B,G2
u051670389,48,45,81,0.9375,1.6875,F,G6
u901582103,453,452,749,0.9977924944812362,1.653421633554084,E,G5
u656995812,223,219,362,0.9820627802690582,1.6233183856502242,E,G5
u705621008,21,18,50,0.8571428571428571,2.380952380952381,C,G3
u901588608,21,17,26,0.8095238095238095,1.2380952380952381,C,G3
u652275736,11,10,23,0.9090909090909091,2.090909090909091,C,G3
u804944667,4,2,7,0.5,1.75,B,G2
u913698352,23,21,56,0.9130434782608695,2.4347826086956523,C,G3
u827765795,54,54,103,1.0,1.9074074074074074,C,G3
u834219480,4,4,15,1.0,3.75,A,G1
u403411012,35,30,41,0.8571428571428571,1.1714285714285715,C,G3
u596640072,54,53,76,0.9814814814814815,1.4074074074074074,F,G6
u734835154,3,3,3,1.0,1.0,C,G3
u794587916,2,0,5,0.0,2.5,,
u484880309,3,3,4,1.0,1.3333333333333333,C,G3
u841585822,1,1,19,1.0,19.0,A,G1
u452379143,126,125,169,0.9920634920634921,1.3412698412698412,F,G6
u176326987,5,3,13,0.6,2.6,C,G3
u801610392,62,62,113,1.0,1.8225806451612903,D,G4
u324865252,12,11,22,0.9166666666666666,1.8333333333333333,D,G4
u088871523,6,6,17,1.0,2.8333333333333335,C,G3
u171002454,2,2,4,1.0,2.0,B,G2
u784022244,383,372,1073,0.9712793733681462,2.8015665796344646,F,G6
u914001098,13,13,21,1.0,1.6153846153846154,A,G1
u195667764,13,12,26,0.9230769230769231,2.0,E,G5
u188653612,24,18,41,0.75,1.7083333333333333,C,G3
u023289097,1,1,4,1.0,4.0,A,G1
u407791143,14,11,35,0.7857142857142857,2.5,B,G2
u783759974,15,14,22,0.9333333333333333,1.4666666666666666,E,G5
u603691831,3,2,4,0.6666666666666666,1.3333333333333333,B,G2
u054275155,50,43,100,0.86,2.0,D,G4
u131151671,18,18,25,1.0,1.3888888888888888,F,G6
u326078736,79,76,130,0.9620253164556962,1.6455696202531647,F,G6
u054021916,36,33,53,0.9166666666666666,1.4722222222222223,D,G4
u694246224,35,32,64,0.9142857142857143,1.8285714285714285,E,G5
u249685005,92,73,161,0.7934782608695652,1.75,D,G4
u196166496,1,1,5,1.0,5.0,A,G1
u617618832,12,12,22,1.0,1.8333333333333333,C,G3
u813006723,4,4,5,1.0,1.25,D,G4
u929199273,245,241,449,0.9836734693877551,1.8326530612244898,E,G5
u340960708,3,3,4,1.0,1.3333333333333333,C,G3
u255020959,14,14,27,1.0,1.9285714285714286,A,G1
u150100202,3,0,7,0.0,2.3333333333333335,,
